name,address,phone,type,delivery_route,beat_name,team_id
"SHIV KIRPA COSMETICS","SUBHASH NAGA, SUBHASH NAGAR","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"IMA VEG DEPT. STORE","IMA - PANDITVARI","+917535031079","General Trade","PANDITVARI","PANDITVARI",JA
"MY SHOP","DAKRA, 11 CANAL ROAD","+918909474627","General Trade","KAULAGARH","KAULAGARH",JA
"SABA FASHION","PALTAN BAZAR, OPP GANDHI SCHOOL","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"LAVDESH GEN STORE","DHARAMPUR, 9897949698","+919897949698","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"START UP ENTERPRISES","ARAGHAR CHOW, ARAGHAR CHOKW","+919760786745","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"KUM KUM COSMETICS","KANWALI ROAD, KANWALI ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ZARA COLLECTION","DHARAMPUR, DHARAMPUR","+918868897234","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"OLD PARADISE COSMETICS","KAULAGARH, KISHAN NAGAR","+919358141033","General Trade","KAULAGARH","KAULAGARH",JA
"DELHI COSMETIC","KANWALI ROAD, KANWALI ROAD","+917906118301","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RAJKUMAR RANA","RAIPUR, RANJHAWALA/TUNWALA","","General Trade","RAIPUR","RAIPUR",JA
"DABRAL DEPT. STORE","NATHUNWALA, NATHUNAWALA","","General Trade","RAIPUR","RAIPUR",JA
"SANTOSH COSMETIC","RAIPUR, RAIPUR","+917456960129","General Trade","RAIPUR","RAIPUR",JA
"ESSENTIALS AND MORE","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"OLD SAHARANPUR TRADERS","DHAMAWALA","","General Trade","KAULAGARH","KAULAGARH",JA
"BHAJJI DI HATTI","PALTAN BAZAR, PALTAN BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"RUBY MEDICOS","MAJRA, NEAR SIDRA GUEST HOUSE","999783387","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"DELHI MAKEUP STUDIO","BRAHMPURI, NEAR SHIV MANDIR","+919718547199","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SHIV DAIRY CONFECTIONARY","PARK RD, PARK ROAD DHOBHI CHOWK","+919990556393","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SRI GOVINDAM SUPER STORE","ITBP ROA, ITBP ROAD","+917895978666","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RM TRADER","ITBP ROAD, SEEMA DWAR","+919760504432","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"HOME NEEDS STORE","RISHI VIHAR, RISHI VIHAR","+918077667746","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHRI SATYA SAI COSMETIC","ITBP ROAD, ITBP ROAD","+918958598921","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"LIFE LONG MEDICARE","ITBP, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"KWALITY MEDICAL","KEDARPURAM, KEDARPURAM","","General Trade","KEDARPURAM","KEDARPURAM",JA
"SETHI COSMETICS","KEDARPURAM, NEAR VANIYA MEDICAL","+919760124234","General Trade","KEDARPURAM","KEDARPURAM",JA
"BAJAJ TRADERS","MDDA KEDARPURAM, MDDA KEDARPURAM","+918755160033","General Trade","KEDARPURAM","KEDARPURAM",JA
"PREITY COSMETIC","KEDARPURAM, KEDARPURAM","+919568412661","General Trade","KEDARPURAM","KEDARPURAM",JA
"RAKHI COSMETIC","KEDARPURAM, NEAR BAJAJ TRADERS","+918057730148","General Trade","KEDARPURAM","KEDARPURAM",JA
"RG MEDICAL","KEDARPURAM, NEAR TEHRI HOUSE","","General Trade","KARGI","KARGI",JA
"PUNDEER GENERAL STORE","KEDARPURAM, KEDARPURAM","+919634863457","General Trade","KEDARPURAM","KEDARPURAM",JA
"LAXMI MEDICOS AGENCY","MANDI, MANDI","989755575","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SHIV DAIRY CONFECTIONARY PARK RD","PARK ROAD","+919990556393","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SATGURU PHARMA","CANAL ROAD, RAJPUR ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"SAVI STORE","CANAL ROAD, CANAL ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"HEALING TOUCH CHEMIST","RAJPUR, RAJPUR ROAD","+919897488960","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"DAYASHANKAR","GAURAKHPUR CHOWK, GAURAKHPUR CHOWK","+918410527717","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ANANDI MEDICAL","GAURAKHPUR, GAURAKHPUR","+917895817708","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"THE WHOLESALE STORE","SD ROAD, SD ROAD","","General Trade","SD ROAD","SD ROAD",JA
"RAWAT MEDICOS & SURGICALS","AJABPURKALA","+919927569293","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"GALAXY PURSE","5 CHANNDAN NAGAR","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"OM COLLECTION","PALTAN BAZAR, PALTAN BAZAR","+919897274773","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"KAVYA GENERAL STORE","DHARAMPUR, DHARAMPUR","+918449660129","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SHRINGAR COSMETICS","KEDARPURAM, KEDARPURAM","","General Trade","KEDARPURAM","KEDARPURAM",JA
"DEV BHUMI","DHARAMPUR, DHARAMPUR","","General Trade","NPA","NPA",JA
"P.R. ASSOCIATES","RACE COURSE, RACE COURSE","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"M/S SHRINGARIKA THE GIFT SHOP","DHARAMPUR","+919997451434","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"JUST TRADERS UR","PALTAN BAZAR, PALTAN BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"SONI MEDICAL","PREM NAGAR, PREM NAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"MALHOTRA BROS","PALTAN BAZAAR, GHOSHI GALI","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"VANSH STAFF","DDN, DDN","","General Trade","RAIPUR","RAIPUR",JA
"9 TO 9 STORE","MOHKAMPUR, MOHKAMPUR","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"HOME","DDN","","General Trade","OTHER","OTHER",JA
"SUBH COSMETICS","PALTAN BAZAR, PALTAN BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"DURGA STORE'S","6A-INDER ROAD","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"BALAJI TRADING CO","SAHARANPUR CHOW, SAHARANPUR CHOWK","+919997138289","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"PRATEEK AGGARWAL","","","General Trade","Unassigned","Unassigned",JA
"DEHRA GEN STORE","PALTAN BAZAR, NEAR KOTWALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"KAKE DI HATTI","PALTAN BAZAR, KOTWALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SK JEWELLERY","KOTWALI BAZAAR, 9897307806","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"G-MART","NEMI ROAD, DHARAMPUR","+917906735269","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"BABA DEEP MEDICAL","PATEL NAGAR, PATEL NAGAR","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"MEHENDAR GENERAL STORE","PANDITWARI, PANDITWARI","+917895104126","General Trade","PANDITVARI","PANDITVARI",JA
"VARIETY PALACE","NEW CANT ROAD, OPP PNB BANK NEW CANTT ROAD","+919897914731","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"SHIVA MEDICAL","DILARAM BAZAR, DILARAM BAZAR","+919897255286","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"OLD KHURANA COSMETICS","DHAMAWALA, DHAMAWALA","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SHEESHMAHAL KANGAN STORE","KOTWALI, NEAR MA COLLECTION","+918755335361","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"AJAY JI","DDN","","General Trade","RISHIKESH","RISHIKESH",JA
"PARADISE COSMETICS","KAULAGARH, KISHAN NAGAR","","General Trade","PANDITVARI","PANDITVARI",JA
"SHAGUN GIFT GALLERY","HARIDWAR, PEETH BAZAR JAWALAPUR","","General Trade","OUTER","OUTER",JA
"BEAUTY PALACE","ANURAG CHOWK, INDIRA NAGAR COLONY","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"S A ENTERPRISES","INDIRA NAGAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"KHWAYISH STORE","RISHI VIHAR, RISHI VIHAR","+917017122801","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RK MART","SEEMA DWAR, SEEMA DWAR","+918077003091","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OM MEDICAL","NEHRU COLONY, NEHRU COLONY","+919528534715","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"SANA COSMETICS","MATA MANDIR RD, DHARAMPUR","+919760786787","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"NEW PRAKASH","KARANPUR, KARANPUR","+919897015112","General Trade","KARANPUR","KARANPUR",JA
"SHYAMINDRA ASSOCIATES","DDN","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"AVTAR STORE","KARANPUR, KARANPUR","+919870812237","General Trade","KARANPUR","KARANPUR",JA
"M/S KAMBOJ STORES","KARANPUR, NEAR ASHOK PROV STORE, KARANPUR","","General Trade","KARANPUR","KARANPUR",JA
"ARCHIES GIFT GALLERY","CLEMENT TOWN, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"OM SAI COSMETICS","CLEMENT TOWN, CLEMENT TOWN","+916395125166","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"RASHAN BAZAR","TURNER ROAD, TURNER ROAD","+919897499485","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"DEVI STORE","SAI LOK, SAI LOK","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OLD SMART VALUE STORE","KARGI, 7060857244","+917060857244","General Trade","KARGI","KARGI",JA
"RAJ BANGLE","KARANPUR, KARANPUR","+919759306652","General Trade","KARANPUR","KARANPUR",JA
"DURGA MEDICOS","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"SHOP STATION","SD ROAD, SD ROAD","+919760777770","General Trade","SD ROAD","SD ROAD",JA
"MANOHAR'S","PALTAN BAZAR, NEAR GAYLORD BAKERS","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"STYLISTA SALOON","DEHRA KHAS, GDMC COLLEGE ROAD","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"MAHAWAR PROV STORE","MOHKAMPUR, HARIDWAR","+919897223519","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"SONDARYA COS.","MIYAWALA, OPP SHIV SHAKTI","+917895844666","General Trade","HARRAWALA","HARRAWALA",JA
"MY STORE","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"MAA ANNAPURNA DEPT.","RING ROAD, 6 NO PULIYA","+917300596380","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"DUN BASKET","RING ROAD, RING ROAD","+918755528888","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"KENDRIYA BHANDAR LBSNAA","MUSSOORIE","+919837818585","General Trade","OUTER","OUTER",JA
"SHREEM MEDICOS","CANAL ROAD, CANAL ROAD","+919837143617","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"AKANSH DEPT STORE","SD ROAD, SD CROSSING","+919720962521","General Trade","SD ROAD","SD ROAD",JA
"OM AGENCY","SD ROAD, OPP PACIFIC GOLF STATE","+918171353479","General Trade","SD ROAD","SD ROAD",JA
"FMCG DEALER","LAXMAN CHOWK, NEAR PREM SUKH HOSPITAL","+918923987556","General Trade","NPA","NPA",JA
"GARG GEN STORE","CLEMENT TOWN, SUBHASH NAGAR","+919758775404","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"MEHAK GEN STORE","JHAKHAN, 9897045557","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"ALOK VERMA COSMETIC","JOHRI GAON, JOHRI GAON","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"TRIMURTI GEN STORE","CANAL ROAD, CANAL ROAD, 8923992315","+919761668283","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"PRIYANKA GUPTA MAKEOVER","BALLIWALA, BALLIWALA CHOWK","+919897798557","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"AK RETAIL VENTURES","EC ROAD, 10 EC ROAD","+917028953900","General Trade","KARANPUR","KARANPUR",JA
"RISHI MEDICOS","DAKRA, DAKRA","","General Trade","KAULAGARH","KAULAGARH",JA
"FIRST PHARMACY","ST JUDES CHOWK, ST. JUDES CHOWK","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"NEW KHALSA CHEMIST","GMS ROAD, GMS ROAD","+918449895240","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"BHANDARI MEDICAL","SEWLA KALA, SEWLA KALA","+919639008987","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"HIMGIRI STORE","TURNER ROAD, 9897945887","+919897945887","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"NEELAM BANGEL","TURNER ROAD, TURNER ROAD","+918279939556","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"WELLNESS MEDICAL","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"RAJ KUMAR STORE","RACE COURSE, RACE COURSE","+919897427151","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SHRI BALAJI GIFT & BAKERS","NEHRUGR, DOBHAL CHOWK","+919719203550","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"BEST DEAL","JOGGIWALA, NAKRONDA ROAD","+919411530515","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"MAHI COSMETIC","DALANWALA, NEAR WATER TANK","+917986752172","General Trade","KEDARPURAM","KEDARPURAM",JA
"MISHTY COSMETICS","DALAWALA, NEAR PANNI TANKI","+919536386260","General Trade","KEDARPURAM","KEDARPURAM",JA
"PANKAJ STORE","DALANWALA, NEAR WATER TANK","+919837617877","General Trade","KEDARPURAM","KEDARPURAM",JA
"KISHORE GENERAL STORE","DALANWALA, NEAR WATER TANK","+918410759682","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"KUMAR SHOPPE","DALANWALA, NEAR WATER TANK","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"PANDEY COSMETICS HUB","DALANWALA, NEAR WATER TANK","+919528363953","General Trade","KEDARPURAM","KEDARPURAM",JA
"MDDA STORE","DALANWALA, NEAR WATER TANK","+919410111213","General Trade","KEDARPURAM","KEDARPURAM",JA
"CHAUHAN STORE","ITBP ROAD, INDRA NAGAR","+917579067775","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RUPAL PROVISION","ITBP ROAD, SEEMA DWAR","+918126132522","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHRI BEER SINGH MEDICAL","TELPUR, TELPUR CHOWK","+919639987497","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"FARID STORE","GAURAKHPUR, GAURAKPUR CHOWK","+919634582197","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"EVALUTION COSMETIC","GAURAKHPUR, GAURAKHPUR CHOWK","+918126434441","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"PAL PROVISION STORE","BADOWALA, BADOWALA","+919758692877","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"MAA BHAGWATI MEDICAL","GAURAKHPUR, NEAR DAYASHANKAR","999766518","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"VERMA COSMETICS","SEEMA DWAR, NEAR RK MART","+919997533205","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHAAN COSMETICS","VAN VIHAR, NEAR SHRI GANESH MEDICAL","+918077396080","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"GHAWA JI","HANUMAN CHOWK, HANUMAN CHOWK","+919997388776","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"OLD DAILY NEEDS STORE","RAJPUR ROAD, NEAR KUMAR STORE","+918979540032","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"GUPTA MEDICAL","RAJPUR ROAD, DILARAM BAZAR","+917983198173","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"DISCOUNT MEDICAL","CANAL ROAD, KANDOLI","+918938890408","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"FAMILY STORE","CANAL ROAD, KANDOLI","+919410122709","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"BASMENT STORE","KANDOLI, KANDOLI","+918126126083","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"FRIENDS MEDICAL","CANAL ROAD, CANAL ROAD","+919012502104","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"NARESH PRO STORE","KEDDARPURAM, MDDA","+919897353355","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"BEAUTY POINT","SD CROSING, SD ROAD","+917817948627","General Trade","SD ROAD","SD ROAD",JA
"UK 07 MART","SD ROAD, SD ROAD","+917017134129","General Trade","SD ROAD","SD ROAD",JA
"RICHI RICH","SD ROAD, SD ROAD","","General Trade","SD ROAD","SD ROAD",JA
"KHUSHI DHIMAN","","","General Trade","OTHER","OTHER",JA
"ARIHANT STORE","POST OFFICE ROAD, CLEMENT TOWN","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"ARORA COSMETICS","SEWLA KALA, SEWLA KALA","+919758958967","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"TIP DEPT. STORE","SAHARANPUR ROAD, SHIMLA BYPASS CHOWK","+919897203403","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PANKAJ MEDICAL","CHANDRABANI, CHANDRABANI","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"DEEPAK GEN STORE","CHANDARBANI, CHANDARBANI","+918445507287","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"VAISHNAVI MEDICOS","KEDARPURAM, NEAR RAJENDER SINGH PANWAR","+919536061303","General Trade","KEDARPURAM","KEDARPURAM",JA
"OM THE DAILY NEEDS","CHANDRBANI, CLEMENT TOWN","+919557149281","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"JEET COSMETICS","CHANDARBANI, CHANDARBANI","+918006491313","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SHREE GANESH MEDICAL","TURNER ROAD, TURNER ROAD","+918949208248","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PARVEEN MEDICAL","TURNER ROAD, TURNER ROAD","+918279892769","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"VAISHNO MEDICOS","CHANDARBANI, CHANDARBANI","+919897747258","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"MAHA LAXMI STORE","NEHRU COLONY, NEHRU COLONY","+917088289898","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"OLD DIVYA COSMETICS","HANUMAN CHOWK, HANUMAN CHOWK","+919520749057","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GUPTA PROV STORE","KAULAGARH, OPP JRD STORE","","General Trade","KAULAGARH","KAULAGARH",JA
"GAUR PROV STORE","GMS ROAD, GMS ROAD","+919808637385","General Trade","SHOP CLOSED","SHOP CLOSED",JA
"VAISHNO MEDICOS","CHANDRABANI, CHANDRABANI","+919536061303","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"JOSHI MEDICAL","RAIPUR, TAPOVAN ROAD","+917895081183","General Trade","RAIPUR","RAIPUR",JA
"SHIVALIK MEIDCOS","TAPOVAN ROAD, OPP KRISHI VIBHAG OFFICE","+919897383373","General Trade","RAIPUR","RAIPUR",JA
"JAIN ENTERPRISES","HANUMAN CHOWK, JHANDA BAZAR","+918755441579","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"RAVI GEN STORE","KOTWALI, KOTWALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"FOREVER 21","DHAMAWALA, DHAMAWALA","+919967430280","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"RAJU STORE","CHADRLOK COLONY, RAJPUR ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"NIYANG STORE","CLEMENT TOWN, CLEMENT TOWN","+917060950401","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"RAJAT BANSAL","LAFZ","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"VARIETY CENTER","KISHAN NAGAR CHOWK, OPP LAKHI RAM","","General Trade","PANDITVARI","PANDITVARI",JA
"OLD CANTT MEDICAL","DAKRA, DAKRA, 8077904910","+918077904910","General Trade","KAULAGARH","KAULAGARH",JA
"BADRI VISHAL MEDICAL STORE","9758136981","+919897213026","General Trade","KAULAGARH","KAULAGARH",JA
"ANWAR RIYA PERFUME","","","General Trade","Unassigned","Unassigned",JA
"ASHU","HANUMAN CHOWK, HANUMAN CHOWK","+919897437386","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SUNNY SALES","","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"A K MEDICOS","SEWLA KALA, SEWLA KALA","+917351082599","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"CUTE & CLASSIC","SEWLA KALA, NEAR VINOD PRO STORE","+919368197019","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"JAYPRAKASH LAFZ SAMPLE","","","General Trade","Unassigned","Unassigned",JA
"KANHA STORE NEW AGE EATABLES","DWARKA CHOWK","+917895410855","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"SHRI BALAJI GEN STORE","KARGI, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"ARVIND MEDICAL STORE","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"OLD THE GROCER'S","RACE COURSE, RACE COURSE","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SIDHI VINAYAK DEPT STORE","DHARAMPU, DHARAMPUR","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"PURNIMA COLLECTION","DHARAMPUR, OPP CHAR DHAM HOSPITAL","+918433253584","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"LAXMI GIFT & COSMETICS","DHARMAPUR, DHARAMPUR","+918057888928","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"SHREE STORE","SD ROAD, LOWER SD STORE","+917983080642","General Trade","SD ROAD","SD ROAD",JA
"DAUGHTER CHEMIST","IT PARK, SOLANKI STORE KE ANDER GALI MEIN","","General Trade","SD ROAD","SD ROAD",JA
"ANIL PROV STORE","RAIPUR, RAIPUR","+917895050075","General Trade","RAIPUR","RAIPUR",JA
"ARZU BOTIQUE & COSMETICS","RAIPUR, RAIPUR","+919897429614","General Trade","RAIPUR","RAIPUR",JA
"PANWAR GEN STORE","LADPUR, LADPUR RAIPUR ROAD","+919412936334","General Trade","RAIPUR","RAIPUR",JA
"SHIV MEDICAL","TAPOVAN ROAD, TAPOVAN","+919997300044","General Trade","RAIPUR","RAIPUR",JA
"POOJA COSMETICS","RAIPUR, RAIPUR","+919690064363","General Trade","RAIPUR","RAIPUR",JA
"HOLLY GIFT SHOP","PREMNAGAR, PREMNAGAR","+918126531670","General Trade","PREM NAGAR","PREM NAGAR",JA
"GROVER BEAUTY COLLECTION","PREMNAGA, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"UPPAL MEDICAL","PREMNAGAR, PREMNAGAR","+919897870773","General Trade","PREM NAGAR","PREM NAGAR",JA
"KOHLI SUPERSTORE","VIKAS NAGAR, VIKAS NAGAR","","General Trade","RISHIKESH","RISHIKESH",JA
"BEAUTY BONANZA","VIKAS NAGAR, VIKAS NAGAR","","General Trade","OUTER","OUTER",JA
"SHUDDHI DEPT. STORE","HARRAWALA, HARRAWALA","+919897205360","General Trade","HARRAWALA","HARRAWALA",JA
"DEEPAK GEN STORE","HARRAWALA, NEAR SUPER VALUE MART","","General Trade","HARRAWALA","HARRAWALA",JA
"M/S SAI K L TRADERS","RISHIKESH, 2A. NEAR ANKUR GAS AGENCIES, RISHIKESH","","General Trade","OUTER","OUTER",JA
"ASHIRWAD DEPT. STORE","ITBP ROAD, SEEMADWAR ROAD NEAR CAPITAL HEIGHTS","+919967408088","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"MAHANIDHI LIFE LINE PHARMACY","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"BSN ENTERPRISES","MALSI, MUSSORRIE ROAD","+919759999349","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"ZAYKA PROV STORE","RISHI VIHAR, RISHI VIHAR","+919760981991","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NEW BHARAT MEDICAL STORE","KARANPUR, KARANPUR","","General Trade","KARANPUR","KARANPUR",JA
"BEAUTY CRAZE","KARANPUR, KARANPUR","+919997259665","General Trade","KARANPUR","KARANPUR",JA
"OLD AROMA GIFT GALLERY","KARANPUR, KARANPUR","+918171190542","General Trade","KARANPUR","KARANPUR",JA
"COSMOS FULLCART","KARANPUR, KARANPUR","+919412938536","General Trade","KARANPUR","KARANPUR",JA
"SHOP & SAVE SUPERMARKET","SD ROAD, SD ROAD","+919359903939","General Trade","SD ROAD","SD ROAD",JA
"DONEX BAG HOUSE","RISHIKESH, RISHIKESH","+918979798025","General Trade","OUTER","OUTER",JA
"MAHA LAXMI STORE","SEWLA KALA, SEWALA KALA","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"PARAS CONFECTIONERS","MATA MANDIR, SARASWATI VIHAR","+916399534206","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"PAYAL GEN STORE","SARASWATI VIHAR, SARASWATI VIHAR","+919012944894","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"HEMKUND ENTERPRISES","HARIDWAR, HARIDWAR","+919837709998","General Trade","OUTER","OUTER",JA
"A R MEDICOS","CHAKRATA ROAD, CHAKRATA ROAD","+916398737086","General Trade","PANDITVARI","PANDITVARI",JA
"ANSHI COSMETICS","RISHI VIHAR, RISHI VIHAR","+918077585447","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
